Product Name,Price,Category
Pik Salama Pureća Prsa U Ovitku Rinfuza 100g,"1,43 € / 100 g",hrenovke kobasice i salame 
Pik Mortadela S Maslinama Rinfuza 100g,"0,84 € / 100 g",hrenovke kobasice i salame 
Podravka Salama Zimska Rinfuza 100g,"2,25 € / 100 g",hrenovke kobasice i salame 
Vindija cekin pileća posebna kobasica 500 g,"1,59 €",hrenovke kobasice i salame 
Gavrilović jeli hrenovke pileće 200 g,"1,95 €",hrenovke kobasice i salame 
Poli Salama Pileća Posebna Rinfuza 100g,"0,87 € / 100 g",hrenovke kobasice i salame 
Poli pileća posebna kobasica classic 500 g,"4,62 €",hrenovke kobasice i salame 
Piko Salama Parizer S Povrćem Rinfuza 100g,"0,98 € / 100 g",hrenovke kobasice i salame 
Pik Kuhana Šunka Rinfuza 100g,"1,54 € / 100 g",hrenovke kobasice i salame 
Pik Salama Parizer Piko Rinfuza cca 2.5kg,"8,65 €",hrenovke kobasice i salame 
Gavrilović Čajna Kobasica Maxi Rinfuza 100g,"2,13 € / 100 g",hrenovke kobasice i salame 
Gavrilović zimska salama 80 g,"2,09 €",hrenovke kobasice i salame 
Gavrilović hrenovke 200 g,"1,89 €",hrenovke kobasice i salame 
Pik Šunka U Ovitku Rinfuza 100g,"1,37 € / 100 g",hrenovke kobasice i salame 
Pik Mortadela Rinfuza 100g,"1,16 € / 100 g",hrenovke kobasice i salame 
Pik kranjska kobasica 300 g,"3,49 €",hrenovke kobasice i salame 
Gavrilović Tirolska Kobasica Rinfuza 100g,"1,29 € / 100 g",hrenovke kobasice i salame 
Gavrilović Pariška Kobasica Rinfuza 100g,"1,05 € / 100 g",hrenovke kobasice i salame 
Vindija cekin sendvič narezak sa sirom 500 g,"3,09 €",hrenovke kobasice i salame 
Vindon Deluxe Pureća Šunka Rinfuza 100g,"1,43 € / 100 g",hrenovke kobasice i salame 
Gavrilović Šunka U Ovitku Rinfuza 100g,"1,36 € / 100 g",hrenovke kobasice i salame 
Frankfurt hrenovke 100 g,"0,53 €",hrenovke kobasice i salame 
Gavrilović Čajna Kobasica Rinfuza 100g,"2,34 € / 100 g",hrenovke kobasice i salame 
Perutnina ptuj pileća kobasica extra 500 g,"2,12 €",hrenovke kobasice i salame 
Perutnina ptuj slim&fit pileća prsa narezak 100 g,"2,42 €",hrenovke kobasice i salame 
Podravka pršut dalmatinski 80 g,"3,85 €",mesni naresci 
Poli classic narezak 150 g,"2,72 €",mesni naresci 
Gurman Delikatesse šunka rezana s 90 % svinjskog mesa 250 g,"1,49 €",mesni naresci 
Pik kulen 100 g,"3,09 €",mesni naresci 
Pik šunka fina 150 g,"3,59 €",mesni naresci 
Podravka čajna kobasica 80 g,"2,39 €",mesni naresci 
Bonkulović buđola dalmatinska 100 g,"2,95 €",mesni naresci 
Bonkulović panceta dalmatinska 100 g,"2,75 €",mesni naresci 
Bonkulović šunka dalmatinska 100 g,"2,89 €",mesni naresci 
Dobro kulen ravni 80 g,"2,15 €",mesni naresci 
Pik zimska salama 100 g,"3,09 €",mesni naresci 
Dobro buđola i panceta 200 g,"5,45 €",mesni naresci 
Pik hamburger 350 g,"6,89 €",mesni naresci 
Gavrilović šunka mandolina 340 g,"6,99 €",mesni naresci 
Pik mortadela 150 g,"2,95 €",mesni naresci 
Dobro pršut narezak 250 g,"9,75 €",mesni naresci 
Dobro salama slavonska 80 g,"2,19 €",mesni naresci 
Gavrilović kulenova seka 80 g,"2,92 €",mesni naresci 
Pršut 100g bonkulović,"3,19 €",mesni naresci 
Pik šunka u ovitku 125 g,"2,75 €",mesni naresci 
Gavrilović čajna kobasica 80 g,"2,42 €",mesni naresci 
Voštane Pršut Narezak 80g,"3,19 €",mesni naresci 
Gavrilović šunka narezak 150 g,"2,72 €",mesni naresci 
Podravka oštro brašno 1 kg t-400,"0,83 €",brasno seceri i krupice 
Podravka brašno kukuruzno 1 kg,"1,62 €",brasno seceri i krupice 
Podravka brašno crno t-1100 1 kg,"1,42 €",brasno seceri i krupice 
Podravka pšenična krupica t-400 1 kg,"2,22 €",brasno seceri i krupice 
Panonica brašno glatko t550 1 kg,"0,78 €",brasno seceri i krupice 
Dolcela soda bikarbona 40 g,"0,79 €",brasno seceri i krupice 
Podravka brašno polubijelo t-850 1 kg,"1,55 €",brasno seceri i krupice 
Franck soda bikarbona 40 g,"1,05 €",brasno seceri i krupice 
Natreen tablete 120 kom,"3,22 €",brasno seceri i krupice 
Podravka brašno glatko t-550 1 kg,"0,80 €",brasno seceri i krupice 
Čakovečki mlinovi brašno glatko t-550 1 kg,"0,80 €",brasno seceri i krupice 
Podravka glatko brašno t-550 2 kg,"1,55 €",brasno seceri i krupice 
Bebe pšenična krupica 250g,"1,39 €",brasno seceri i krupice 
Podravka kukuruzna krupica 1 kg,"1,87 €",brasno seceri i krupice 
Brašno pšenično integralno 1kg Ekozona,"2,59 €",brasno seceri i krupice 
Ekozona bio proso 500 g,"2,92 €",brasno seceri i krupice 
Franck palenta instant 200 g,"0,93 €",brasno seceri i krupice 
Franck šećer u prahu 250 g,"1,12 €",brasno seceri i krupice 
Riopak šećer u kocki 500 g,"2,52 €",brasno seceri i krupice 
Panonica brašno oštro t400 1 kg,"0,80 €",brasno seceri i krupice 
Čakovečki mlinovi brašno za dizana tijesta t-400 1 kg,"1,57 €",brasno seceri i krupice 
Čakovečki mlinovi pšenično brašno oštro bijelo za kolače t-400 1 kg,"0,83 €",brasno seceri i krupice 
Panonica kukuruzna krupica 750 g,"1,15 €",brasno seceri i krupice 
Viro šećer 1 kg,"1,19 €",brasno seceri i krupice 
Panonicaglatko brašno tip 550 5kg,"3,79 €",brasno seceri i krupice 
Riopak turbinado šećer smeđi 750 g,"2,12 €",brasno seceri i krupice 
Čakovečki mlinovi brašno glatko t-500 5 kg,"3,99 €",brasno seceri i krupice 
Franck palenta 450 g,"1,57 €",brasno seceri i krupice 
Zlato polje palenta 450 g,"1,62 €",brasno seceri i krupice 
Zvijezda biljno ulje 1 l,"1,69 €",ulje ocat i dresinzi 
Zvijezda omegol biljno ulje 1 l,"2,12 €",ulje ocat i dresinzi 
"Tradicija ulje maslinovo extra djevičansko 0,25 l","4,95 €",ulje ocat i dresinzi 
"Kisko ocat vinski 0,5 l","1,57 €",ulje ocat i dresinzi 
Ponti aceto balsamico 250 ml,"3,29 €",ulje ocat i dresinzi 
Trenton maslinovo ulje 1 l,"8,75 €",ulje ocat i dresinzi 
Zvijezda suncokretovo ulje 1 l,"1,69 €",ulje ocat i dresinzi 
"Pz marina extra djevičansko maslinovo ulje 0,25 l","8,25 €",ulje ocat i dresinzi 
Zvijezda mediteran ulje 1 l,"3,75 €",ulje ocat i dresinzi 
Zvijezda ocat jabučni 1 l,"2,45 €",ulje ocat i dresinzi 
"Zvijezda ekstra djevičansko maslinovo ulje 0,5 l","9,25 €",ulje ocat i dresinzi 
Sunce vinkovaca ulje suncokretovo hladno prešano 1 l,"3,58 €",ulje ocat i dresinzi 
Oliveta maslinovo ulje extra djevičansko 1 l,"13,69 €",ulje ocat i dresinzi 
"Zvijezda suncokretovo ulje 1,2 l","1,74 €",ulje ocat i dresinzi 
Vinagro ocat vinski 1 l,"1,09 €",ulje ocat i dresinzi 
Veli rat ekstra djevičansko maslinovo ulje 1l,"13,99 €",ulje ocat i dresinzi 
Kisko alkoholni ocat 1 l,"1,62 €",ulje ocat i dresinzi 
Orgula ekstra djevičansko maslinovo ulje 1 l,"18,09 €",ulje ocat i dresinzi 
"Il duomo začinski balzamični ocat 0,5 l","3,15 €",ulje ocat i dresinzi 
Trenton ekstra djevičansko maslinovo ulje 1 l,"9,99 €",ulje ocat i dresinzi 
Ponti aceto balsamico 500 ml,"4,62 €",ulje ocat i dresinzi 
Farchioni ekstra djevičansko maslinovo ulje 1 l,"16,29 €",ulje ocat i dresinzi 
Sunčana ulje polja suncokretovo 1 l,"1,39 €",ulje ocat i dresinzi 
Monini classico ekstra djevičansko maslinovo ulje 1 l,"15,29 €",ulje ocat i dresinzi 
Čepin tena suncokretovo ulje 1 l,"1,59 €",ulje ocat i dresinzi 
Zvijezda ekstra djevičansko maslinovo ulje 1 l,"16,39 €",ulje ocat i dresinzi 
Vinagro ocat alkoholni 1 l,"0,98 €",ulje ocat i dresinzi 
Kisko jabučni ocat 1 l,"2,15 €",ulje ocat i dresinzi 
Barilla tjestenina farfalle br. 65 500 g,"3,09 €",riza i tjestenina 
Barilla bucatini n.9 500 g,"3,09 €",riza i tjestenina 
Barilla pipe rigate 500 g,"2,49 €",riza i tjestenina 
Barilla tagliatelle 500 g,"3,85 €",riza i tjestenina 
Naturel sant' andrea riža 500 g,"3,58 €",riza i tjestenina 
Naturel riža za domaća jela samostojeća 1 kg,"4,38 €",riza i tjestenina 
Marodi male krpice sa svježim jajima 400 g,"2,79 €",riza i tjestenina 
Barilla tagliatelle tjestenina špinat 500 g,"3,85 €",riza i tjestenina 
Advent tjestenina od riže penne 300g,"3,32 €",riza i tjestenina 
Klara tjestenina šurle vm2 m. 500 g,"2,85 €",riza i tjestenina 
Zlato polje riža arborio 1 kg,"4,95 €",riza i tjestenina 
Fiamma tjestenina br.2 spaghettini 500 g,"1,09 €",riza i tjestenina 
Pasta zara spaghetti 500 g,"1,09 €",riza i tjestenina 
Barilla tjestenina spaghetti br. 5 500 g,"1,09 €",riza i tjestenina 
Fiamma tjestenina br.42 penne 500 g,"1,59 €",riza i tjestenina 
Barilla tjestenina spaghettini br.3 500 g,"1,09 €",riza i tjestenina 
Amore di nonna tortelini sir 500 g,"3,72 €",riza i tjestenina 
Fiamma Tjestenina Br.40 Penne Ziti 500 g,"0,89 €",riza i tjestenina 
Cetina tjestenina s jajima špageti 400 g,"1,89 €",riza i tjestenina 
Cetina tjestenina s jajima tarana br. 54 400 g,"1,89 €",riza i tjestenina 
Cetina tjestenina savijena deblja br. 66 s jajima 400 g,"2,12 €",riza i tjestenina 
Cetina tjestenina savijena tanka br. 67 s jajima 400 g,"2,22 €",riza i tjestenina 
Cetina tjestenina br. 24 panete s jajima 400 g,"1,89 €",riza i tjestenina 
Cetina tjestenina penete br. 25 s jajima 400 g,"2,05 €",riza i tjestenina 
Cetina tjestenina šubioti br. 37 s jajima 400 g,"2,05 €",riza i tjestenina 
Cetina tjestenina tarana br. 58 s jajima 400 g,"1,89 €",riza i tjestenina 
Zlato polje riža 800 g vrećica,"2,89 €",riza i tjestenina 
Klara marić fuži istarski domaći 500 g,"4,15 €",riza i tjestenina 
Marodi tjestenina ribana kašica jaja mrkva 400 g,"2,92 €",riza i tjestenina 
Rizza riža 1 kg,"2,29 €",riza i tjestenina 
Marodi uski rezanci s jajima i mrkvom 400 g,"2,92 €",riza i tjestenina 
"Cetina tjestenina s jajima svrdla br. 44 400 g,","2,05 €",riza i tjestenina 
Uncle ben's predkuhana integralna riža 500 g,"4,15 €",riza i tjestenina 
Zlato polje tjestenina široko valjani rezanci jaja 400 g,"2,92 €",riza i tjestenina 
Pasta zara chifferi rigati 500 g,"2,19 €",riza i tjestenina 
Pasta zara spirali 500 g,"2,19 €",riza i tjestenina 
Scotti riža nikas arborio 1 kg,"5,25 €",riza i tjestenina 
Marodi tjestenina rivana kašica jaja 400 g,"2,79 €",riza i tjestenina 
Klara marić lazanje tagliate 500 g,"4,52 €",riza i tjestenina 
Uncle bens riža dugo zrno 500 g,"4,12 €",riza i tjestenina 
Zlato polje tjestenina fidelini jaja 250 g,"1,39 €",riza i tjestenina 
Scotti riža originario 1 kg,"4,35 €",riza i tjestenina 
Zlato polje riža 800 g,"2,89 €",riza i tjestenina 
Barilla tjestenina za lazanje 500 g,"4,72 €",riza i tjestenina 
Zlato polje tjestenina valjani rezanci sa špinatom 400 g,"2,79 €",riza i tjestenina 
Zlato polje riža 1 kg,"2,79 €",riza i tjestenina 
Marodi tjestenina penne rigate 400 g,"2,02 €",riza i tjestenina 
Marodi tjestenina svrdla 400g,"2,12 €",riza i tjestenina 
Zlato polje sant’andrea riža 500 g srednje zrno,"2,79 €",riza i tjestenina 
Fiamma tjestenina br.3 spaghetti 500 g,"1,09 €",riza i tjestenina 
Naturel riža za domaća jela 1 kg,"5,15 €",riza i tjestenina 
Amore di nonna njoki 600g,"1,57 €",riza i tjestenina 
Marodi tjestenina šurlice s jajima 400 g,"2,79 €",riza i tjestenina 
Barilla tjestenina fusilli br.98 500 g,"2,15 €",riza i tjestenina 
Fiamma fusilli tjestenina broj 82 500g,"1,65 €",riza i tjestenina 
Pasta zara penne rigate 500 g,"2,19 €",riza i tjestenina 
Zlato polje riža okruglo zrno 1 kg,"3,69 €",riza i tjestenina 
Marodi tjestenina pužići 400g,"1,19 €",riza i tjestenina 
Marodi spaghetti 400 g,"1,19 €",riza i tjestenina 
Barilla penne rigate bez glutena 400 g,"4,52 €",riza i tjestenina 
Barilla tjestenina špageti bez glutena 400 g,"4,85 €",riza i tjestenina 
Barilla fusilli bez glutena 400 g,"4,52 €",riza i tjestenina 
Fiamma tjestenina br.85 filini 500 g,"1,59 €",riza i tjestenina 
Marodi tjestenina valoviti rezanci 400 g,"2,99 €",riza i tjestenina 
Barilla tjestenina penne rigate 500 g,"2,15 €",riza i tjestenina 
Marodi tjestenina uski rezanci 400 g,"3,12 €",riza i tjestenina 
Kraš kakao prah 100 g,"2,52 €",izrada slastica 
Sweet co čokolada s lješnjacima 100 g,"0,89 €",izrada slastica 
Dr. Oetker krema za kremšnite 230 g,"4,15 €",izrada slastica 
Dr.Oetker original puding čokolada 3+1 gratis 4x49 g,"3,15 €",izrada slastica 
Dolcela krema za kremšnite 230 g,"3,45 €",izrada slastica 
Dolcela muffins 350 g,"2,89 €",izrada slastica 
Dolcela šlagfix vrećica 8 g,"0,46 €",izrada slastica 
Dolcela burbon vanilija šećer 3x10 g,"1,32 €",izrada slastica 
Dolcela limun šećer 1 pak 3x10 g,"0,97 €",izrada slastica 
Dolcela limun šećer 10 g,"0,46 €",izrada slastica 
Dolcela mljevena želatina 3 paketa 10 g,"2,45 €",izrada slastica 
Dolcela želin vrećica 25 g,"1,32 €",izrada slastica 
Dolcela instant želatina 20 g,"0,97 €",izrada slastica 
Dolcela preljev za torte svijetli 13g,"1,12 €",izrada slastica 
Dolcela šlag krema čokolada vrećica 60 g,"1,59 €",izrada slastica 
Dolcela šlag krema vanilija vrećica 45 g,"1,59 €",izrada slastica 
Dolcela krema za kolače okus čokolada 150g,"2,12 €",izrada slastica 
Kandit čokolada za kuhanje 200 g,"4,15 €",izrada slastica 
Podravka želatina mljevena 10g,"0,97 €",izrada slastica 
Etol aroma rum 10 ml,"1,69 €",izrada slastica 
Etol aroma vanilija 10 ml,"1,69 €",izrada slastica 
Nadalina cimet mljeveni 25 g,"1,05 €",izrada slastica 
Kotanyi cimet mljeveni 25 g,"1,39 €",izrada slastica 
Sweet co čokolada za kuhanje 200 g,"3,05 €",izrada slastica 
Nadalina vanilija štapić 3 g,"4,65 €",izrada slastica 
Dr.Oetker kremfix 10 g,"0,53 €",izrada slastica 
Dr. Oetker preljev za torte crveni 12 gr,"1,09 €",izrada slastica 
Etol aroma kruška 10 ml,"1,69 €",izrada slastica 
Dolcela Rum Šećer 10 g,"0,46 €",izrada slastica 
Meggle creme patisserie zaslađeni spray 250 g,"3,05 €",izrada slastica 
Dr. Oetker gustin 200 g,"2,52 €",izrada slastica 
Podravka dolcela prašak za pecivo 5+1 gratis 1 pak 6x12 g,"1,20 €",izrada slastica 
Podravka dolcela prašak za pecivo 12 g,"0,24 €",izrada slastica 
Hole za šlag i kolače 500 ml,"2,45 €",izrada slastica 
Dr. Oetker puding vanilija 1 pak. 4x38 g 3+1 gratis,"3,15 €",izrada slastica 
Dr.Oetker puding vanilija 38 g,"1,05 €",izrada slastica 
Podravka dolcela muffins čokolada mješavina u prahu 350 g,"2,89 €",izrada slastica 
Kandit čokolada dessert cheff za kuhanje 100 g,"2,19 €",izrada slastica 
Podravka tiramisu krema 100 g,"2,45 €",izrada slastica 
Podravka gussnel 200 g,"1,82 €",izrada slastica 
Kandit čokolada za kuhanje 300 g,"5,79 €",izrada slastica 
Dolcela instant suhi kvasac 7 g,"0,65 €",izrada slastica 
Dr. Oetker bourbon vanilin šećer 10 g,"0,60 €",izrada slastica 
Dolcela kvasac suhi instant (4+1) 5x7 g,"2,60 €",izrada slastica 
Dr. Oetker limunska kiselina 20 g,"0,66 €",izrada slastica 
Dolcela šlag biljni 500 ml,"2,52 €",izrada slastica 
Franckgris instant 200g,"1,15 €",izrada slastica 
Podravka dolcela puding čokolada 45 g,"0,79 €",izrada slastica 
Dr. Oetker prašak za pecivo (5+1) 6x12 g,"1,20 €",izrada slastica 
Dr.Oetker prašak za pecivo 12 g,"0,24 €",izrada slastica 
Dolcela puding vanilija 37 g,"0,79 €",izrada slastica 
Podravka dolcela mješavina za puding vanilija 3+1 gratis 1 pak 4x37 g,"2,37 €",izrada slastica 
Nestle nesquik choco sirup 403 g,"5,65 €",izrada slastica 
Dr.Oetker vanilin šećer 8 g,"0,24 €",izrada slastica 
Podravka dolcela mješavina za puding čokolada 3+1 gratis 1 pak 4x45 g,"2,37 €",izrada slastica 
Dr. Oetker vanilin šećer 48 g 5+1,"1,20 €",izrada slastica 
Dr. Oetker želatina instant fix 20 g,"1,52 €",izrada slastica 
Podravka šlag pjena 3+1 gratis 1 pak 4x 36 g,"3,75 €",izrada slastica 
Podravka šlag pjena 36 g,"1,25 €",izrada slastica 
Kraš dorina čokolada za jelo i kuhanje 300 g,"5,79 €",izrada slastica 
Franck gris 400 g,"1,77 €",izrada slastica 
Dr. Oetker konzervans 8 g,"0,31 €",ostale osnovne namirnice 
Di-go instant suhi pekarski kvasac 7 g,"0,89 €",ostale osnovne namirnice 
"Di-go kvasac suhi, 1 pak, 5x7 g, 4+1 gratis","3,56 €",ostale osnovne namirnice 
Dukat digo svježi kvasac 42g,"0,96 €",ostale osnovne namirnice 
Dr. Oetker kvasac suhi (4+1) 5x7 g,"2,60 €",ostale osnovne namirnice 
Dr. Oetker Kvasac Suhi 7 g,"0,65 €",ostale osnovne namirnice 
Podravka senf estragon 100 g,"1,69 €",ketchup majoneza ajvar i senf 
Podravka senf 350 g,"2,62 €",ketchup majoneza ajvar i senf 
Podravka senf estragon 700 g,"4,15 €",ketchup majoneza ajvar i senf 
Zvijezda ajvar blagi 700 g,"4,15 €",ketchup majoneza ajvar i senf 
Podravka ketchup ljuti 500 g,"2,19 €",ketchup majoneza ajvar i senf 
Zvijezda kečap ljuti 500 g,"2,49 €",ketchup majoneza ajvar i senf 
Zvijezda ajvar blagi 350 g,"2,62 €",ketchup majoneza ajvar i senf 
Thomy majoneza delikates 611 g,"6,55 €",ketchup majoneza ajvar i senf 
Zvijezda majoneza delikates 620 g,"5,89 €",ketchup majoneza ajvar i senf 
Bakina zimnica ajvar blagi 350 g,"2,12 €",ketchup majoneza ajvar i senf 
Bakina zimnica ajvar blagi 680 g,"2,99 €",ketchup majoneza ajvar i senf 
Podravka kečap blagi 500 g,"2,19 €",ketchup majoneza ajvar i senf 
Heinz blagi kečap 570 g,"4,39 €",ketchup majoneza ajvar i senf 
Joma majoneza 85 g,"0,79 €",ketchup majoneza ajvar i senf 
Thomy majoneza doypack 263 g,"3,32 €",ketchup majoneza ajvar i senf 
Bakina tajna domaći ajvar blagi 300 g,"5,75 €",ketchup majoneza ajvar i senf 
Joma majoneza 620 g,"3,69 €",ketchup majoneza ajvar i senf 
Thomy delicatess majoneza vrećica 80 g,"1,45 €",ketchup majoneza ajvar i senf 
Zvijezda kečap blagi 1 kg,"2,49 €",ketchup majoneza ajvar i senf 
Podravka ajvar 690 g blagi,"4,45 €",ketchup majoneza ajvar i senf 
Thomy senf blagi tuba 200 g,"2,55 €",ketchup majoneza ajvar i senf 
Zvijezda majoneza 165 g,"3,05 €",ketchup majoneza ajvar i senf 
Thomy majoneza 165 g,"2,05 €",ketchup majoneza ajvar i senf 
Podravka ajvar blagi 350 g,"2,89 €",ketchup majoneza ajvar i senf 
Podravka ajvar ljuti 350 g,"2,89 €",ketchup majoneza ajvar i senf 
Zvijezda delikates majoneza 85 g,"1,42 €",ketchup majoneza ajvar i senf 
Podravka senf estragon 140 g,"1,99 €",ketchup majoneza ajvar i senf 
Zvijezda kečap blagi 500 g,"2,49 €",ketchup majoneza ajvar i senf 
Vegeta maestro ljuta paprika 100 g,"1,02 €",zacini 
Podravka vegeta vrećica 500 g,"4,32 €",zacini 
Podravka vegeta 250 g,"2,29 €",zacini 
Sol krupna pag 91 1 kg,"1,05 €",zacini 
Sol sitna pag 91 1 kg,"1,05 €",zacini 
Franck papar crni mljeveni 50 g,"2,02 €",zacini 
Kotanyi mješavina začina za wok 38 g,"1,79 €",zacini 
Vegeta maestro muškatni oraščić 15 g,"2,09 €",zacini 
Vegeta maestro šareni papar 40 g,"4,05 €",zacini 
Solana pag sol sitna 1 kg,"1,12 €",zacini 
Kotanyi češnjak u granulama 28 g,"1,27 €",zacini 
Vegeta maestro klinčić 18 g,"1,72 €",zacini 
Nadalina ljuta paprika 100 g,"1,87 €",zacini 
Nadalina paprika slatka 100 g,"1,87 €",zacini 
Nadalina mljeveni crni papar 9 g,"0,65 €",zacini 
Podravka vegeta 1 kg,"7,95 €",zacini 
Podravka vegeta original 150 g,"2,02 €",zacini 
Podravka vegeta 400 g,"4,02 €",zacini 
Nadalina papar mix 45 g,"5,55 €",zacini 
Franck papar crni mljeveni 10 g,"0,89 €",zacini 
Solana pag sol krupna 1 kg,"1,09 €",zacini 
"Sol sitna, 1 kg, solana nin","0,90 €",zacini 
Vegeta maestro paprika slatka 100 g,"1,02 €",zacini 
Vegeta maestro paprika slatka mljevena 50 g,"0,52 €",zacini 
Kotanyi papar u zrnu šareni 35 g,"4,15 €",zacini 
Mali o kužine dodatak jelima s povrćem 500 g,"0,89 €",zacini 
Solana pag sitna morska sol 250 g,"1,45 €",zacini 
Nadalina cimet mljeveni 38 g,"2,05 €",zacini 
Nadalina dalmatinski začin 18 g,"1,92 €",zacini 
Nadalina češnjak granule 30 g,"1,45 €",zacini 
Nadalina origano 12 g,"1,17 €",zacini 
Nadalina dalmatinski začin 12 g,"1,17 €",zacini 
Vegeta maestro origano usitnjeni 5 g,"0,94 €",zacini 
Mali o kužine dodatak jelima s povrćem 250 g,"0,73 €",zacini 
Podravka vegeta 200 g,"2,52 €",zacini 
Vegeta maestro crni papar mljeveni 20 g,"1,59 €",zacini 
Vegeta maestro crni papar u zrnu 15 g,"1,59 €",zacini 
Kotanyi origano 8 g,"1,09 €",zacini 
Kotanyi peršin 7 g,"1,09 €",zacini 
Kotanyi dalmatinsko začinsko bilje 17 g,"1,12 €",zacini 
Kotanyi crni papar u zrnu 36 g,"4,38 €",zacini 
Develey umak sweet & sour squeeze 250 ml,"3,07 €",ostali umaci 
Barilla bolognese umak 400 g,"3,42 €",ostali umaci 
Zanuy umak cheddar 300 g,"3,89 €",ostali umaci 
Barilla napoletana umak 400 g,"3,39 €",ostali umaci 
Barilla basilico umak 400 g,"3,42 €",ostali umaci 
Bakina zimnica ajvar ljuti 350 g,"2,12 €",ostali umaci 
Zanuy umak salsa taco 315g,"3,29 €",ostali umaci 
Go-tan wok umak teriyaki 240 ml,"3,15 €",ostali umaci 
Kuhne meksički umak 250 ml,"2,52 €",ostali umaci 
Podravka Rajčica Pasirana 200 g,"1,05 €",ostali umaci 
Mutti pasirana rajčica tetrapack 500 g,"1,09 €",ostali umaci 
Dukat brzo & fino umak bechamel,"2,29 €",ostali umaci 
Old el paso guacamole 320 g,"3,49 €",ostali umaci 
Podravka xxl koncentrat rajčice 300 g,"3,42 €",ostali umaci 
Barilla umak pesto genovese 190 g,"5,15 €",ostali umaci 
Heinz worcester umak 150 ml,"3,42 €",ostali umaci 
Podravka sjeckana rajčica 390 g,"2,62 €",ostali umaci 
Podravka umak napoletana 410 g,"3,45 €",ostali umaci 
Podravka umak s bosiljkom 410 g,"3,45 €",ostali umaci 
Podravka bolognese umak 410 g,"4,15 €",ostali umaci 
Podravka umak od šampinjona 410 g,"3,45 €",ostali umaci 
Podravka umak salsa 410 g,"3,45 €",ostali umaci 
Mutti pasirana rajčica 700 g,"3,09 €",ostali umaci 
Podravka koncentrat rajčice u tubi 190 g,"2,52 €",ostali umaci 
Knorr juha od gljiva s vrganjima 50 g,"2,22 €",juhe 
Fini-mini juha kokošja 18 g,"0,85 €",juhe 
Podravka juha krem od brokule 57 g,"1,59 €",juhe 
Podravka svatovska instant juha 58 g,"1,65 €",juhe 
Podravka kokošja juha s tjesteninom i mesom 62 g,"1,25 €",juhe 
Podravka juha goveđa 65 g,"1,25 €",juhe 
Podravka dalmatinska juha 60 g,"1,19 €",juhe 
Podravka proljetna instant juha 50 g,"1,19 €",juhe 
Podravka juha bečka 62 g,"1,65 €",juhe 
Podravka juha alpska 64 g,"1,65 €",juhe 
Maggy instant tjestenina govedina 60 g,"0,91 €",juhe 
Podravka tirolska instant juha 67 g,"1,65 €",juhe 
Maggy instant tjestenina piletina 60 g,"0,91 €",juhe 
Podravka juha kokošja 60 g,"1,55 €",juhe 
Podravka juha goveđa 60 g,"1,55 €",juhe 
Podravka kocka za juhu goveđa 40 g,"1,25 €",juhe 
Podravka kokošja kocka 40 g,"1,25 €",juhe 
Podravka krem juha od gljiva 54 g,"1,59 €",juhe 
Podravka krem juha od rajčica 60 g,"1,59 €",juhe 
Indomie goveđa instant juha 375 g,"2,69 €",juhe 
Maggi juha goveđa 37 g,"0,83 €",juhe 
Maggi juha pileća 37 g,"0,83 €",juhe 
Maggi juha dalmatinska 40 g,"0,83 €",juhe 
Ajinomoto jelo u čaši junetina-wasabi 93 g,"2,02 €",gotova jela 
Podravka mesni ragu 200 g,"2,79 €",gotova jela 
Fiamma lasagne broj 115 500 g,"2,59 €",gotova jela 
Podravka goveđi gulaš 200 g,"3,62 €",gotova jela 
Podravka goveđi gulaš 400 g,"5,39 €",gotova jela 
Podravka gulaš goveđi 300 g,"4,52 €",gotova jela 
Podravka grah s kobasicom 400 g,"2,85 €",gotova jela 
Fant grah i variva 60 g,"1,65 €",gotova jela 
Fant punjena paprika i sarma 60 g,"1,65 €",gotova jela 
Podravka fant mješavina za gulaš i paprikaš 65 g,"1,65 €",gotova jela 
Podravka talianetta instant tjestenina s 4 vrste sira 145 g,"2,62 €",gotova jela 
Carnex grah sa slaninom 400 g,"3,95 €",gotova jela 
Podravka povrtna kocka 12x10 g,"2,29 €",temeljci 
Podravka kocka za juhu kokošja 120 g,"2,29 €",temeljci 
Podravka goveđa kocka 120 g,"2,29 €",temeljci 
Podravka šampinjoni rezani limenka 200 g,"1,69 €",konzervirano povrce 
Podravka leća smeđa 400 g,"2,05 €",konzervirano povrce 
"Podravka krastavci delikates 670 g, ocijeđena masa 370 g","3,32 €",konzervirano povrce 
Podravka feferoni ljuti staklenka 310 g,"2,82 €",konzervirano povrce 
Podravka krastavci klasik 660g,"2,79 €",konzervirano povrce 
Podravka grah bijeli 400 g,"1,65 €",konzervirano povrce 
Trenton kapari vinski ocat 210 g,"2,95 €",konzervirano povrce 
Oliveta masline punjene paprikom 690 g,"3,62 €",konzervirano povrce 
Zvijezda masline zelene 700 g,"5,05 €",konzervirano povrce 
Zvijezda kiseli krastavci 350 g,"3,09 €",konzervirano povrce 
Zvijezda kukuruz šećerac u zrnu 340 g,"1,95 €",konzervirano povrce 
Zvijezda masline zelene otkoštičene 350 g,"3,32 €",konzervirano povrce 
Zvijezda zelene masline s paprikom 350 g,"3,69 €",konzervirano povrce 
Verdeamo šampinjoni rezani 200 g,"1,25 €",konzervirano povrce 
Oliveta masline zelene otkošćene 660 g,"3,15 €",konzervirano povrce 
Podravka kukuruz šećerac 150 g,"1,59 €",konzervirano povrce 
